animal,N,ID,Subspecies,B2.TOT,B2.UV,B2.VIS,B2.NIR,B2.TOT.EGG,B2.UV.EGG,B2.VIS.EGG,B2.NIR.EGG,class,treetax_initial_class
Anhinga_anhinga,1,anhanh,NA,52.14561301,19.16536015,27.7522755,61.23088638,NA,NA,NA,NA,Aves,Anhinga_anhinga
Bulweria_bulwerii,2,bulbul,NA,29.07537438,0.349757877,4.530638829,37.93280024,NA,NA,NA,NA,Aves,Bulweria_bulwerii
Calonectris_diomedea,3,caldio,NA,36.15795788,2.266157055,7.883900288,46.41059408,NA,NA,NA,NA,Aves,Calonectris_diomedea
Catharacta_lonnbergi,4,catlon,NA,52.75893032,16.81440085,36.84969363,59.61075078,NA,NA,NA,NA,Aves,Catharacta_lonnbergi
Stercorarius_maccormicki,5,catmac,NA,45.17155241,13.02845433,25.74933339,52.78165994,NA,NA,NA,NA,Aves,Catharacta_maccormicki
Stercorarius_skua,6,catsku,NA,40.59668484,12.53239493,20.39083172,48.16930526,NA,NA,NA,NA,Aves,Catharacta_skua
Chlidonias_leucopterus,7,chlleu,NA,49.24651069,21.14714977,29.98235424,56.55312523,NA,NA,NA,NA,Aves,Chlidonias_leucopterus
Chlidonias_niger,8,chlnig,NA,43.08675958,17.88861061,19.29279098,51.50186001,NA,NA,NA,NA,Aves,Chlidonias_niger
Creagrus_furcatus,9,crefur,NA,47.35129449,21.21928715,28.99549921,54.27254725,NA,NA,NA,NA,Aves,Creagrus_furcatus
Daption_capense,10,dapcap,NA,53.36084516,17.95179954,37.01244434,60.30402627,NA,NA,NA,NA,Aves,Daption_capense
Diomedea_epomophora,11,dioepo,NA,41.41393573,5.670220188,7.06905052,53.52009321,NA,NA,NA,NA,Aves,Diomedea_epomophora
Diomedea_exulans,12,dioexu,NA,33.57752722,-0.549105076,7.354047258,43.26044182,NA,NA,NA,NA,Aves,Diomedea_exulans
Thalassarche_melanophris,13,diomel,NA,32.00219404,-1.350821239,5.344045443,41.75979299,NA,NA,NA,NA,Aves,Thalassarche_melanophrys
Fregetta_grallaria,14,fregra,NA,31.64422234,10.31844469,7.426431361,39.93161592,NA,NA,NA,NA,Aves,Fregetta_grallaria
Fregetta_tropica,15,fretro,NA,31.39226405,9.802294004,7.662402888,39.55704156,NA,NA,NA,NA,Aves,Fregetta_tropica
Fulmarus_glacialis,16,fulgla,NA,49.26847042,14.94463606,19.75854823,59.90068452,NA,NA,NA,NA,Aves,Fulmarus_glacialis
Garrodia_nereis,17,garner,NA,32.11497161,10.21182609,6.912425551,40.721772,NA,NA,NA,NA,Aves,NA
Gygis_alba,18,gygalb,NA,66.13879934,30.92425078,58.86955258,70.47395046,NA,NA,NA,NA,Aves,Gygis_alba
Hydrobates_microsoma,19,halmic,NA,33.78815323,9.643987231,6.653731279,43.09036975,NA,NA,NA,NA,Aves,Halocyptena_microsoma
Hydrobates_pelagicus,20,hydpel,NA,27.12454308,11.39564767,10.29990574,32.94014753,NA,NA,NA,NA,Aves,Hydrobates_pelagicus
Larosterna_inca,21,larinc,NA,45.72980303,21.12570075,28.8008832,52.14698184,NA,NA,NA,NA,Aves,Larosterna_inca
Macronectes_giganteus,22,macgig,NA,42.96057198,8.104152237,11.0607014,54.30983986,NA,NA,NA,NA,Aves,Macronectes_giganteus
Macronectes_halli,23,machal,NA,42.81849949,7.770857884,8.951483062,54.74333216,NA,NA,NA,NA,Aves,Macronectes_halli
Morus_bassanus,24,morbas,NA,54.23154635,20.37524359,37.13177283,61.28786005,NA,NA,NA,NA,Aves,Morus_bassanus
Hydrobates_homochroa,25,ocehom,NA,31.033274,10.61332868,6.99851958,39.21063665,NA,NA,NA,NA,Aves,Oceanodroma_homochroa
Hydrobates_leucorhous,26,oceleu,NA,34.33791944,12.31237392,9.407870271,42.87296289,NA,NA,NA,NA,Aves,Oceanodroma_leucorhoa
Hydrobates_melania,27,ocemel,NA,30.17684735,9.043629834,5.520678524,38.57809375,NA,NA,NA,NA,Aves,Oceanodroma_melania
Oceanites_oceanicus,28,oceoce,NA,32.04639058,11.17042156,6.943057259,40.55835476,NA,NA,NA,NA,Aves,Oceanites_oceanicus
Pachyptila_belcheri,29,pacbel,NA,36.13309152,11.94993092,13.21604916,44.23371592,NA,NA,NA,NA,Aves,Pachyptila_belcheri
Pachyptila_desolata,30,pacdes,NA,37.61934072,10.62404209,11.48385972,46.8192252,NA,NA,NA,NA,Aves,Pachyptila_desolata
Pachyptila_salvini,31,pacsal,NA,38.0285328,16.72731064,13.98401122,46.26576002,NA,NA,NA,NA,Aves,Pachyptila_salvini
Pachyptila_turtur,32,pactur,NA,34.69677234,14.34976517,12.81794837,42.25444541,NA,NA,NA,NA,Aves,Pachyptila_turtur
Pachyptila_vittata,33,pacvit,NA,35.2508209,15.23448184,13.17463756,42.84301482,NA,NA,NA,NA,Aves,Pachyptila_vittata
Pagodroma_nivea,34,pagniv,NA,59.24121027,30.03111265,49.92036355,63.7773392,NA,NA,NA,NA,Aves,Pagodroma_nivea
Pelagodroma_marina,35,pelmar,NA,41.79674854,14.67848086,12.88731385,51.79530439,NA,NA,NA,NA,Aves,Pelagodroma_marina
Pelecanus_occidentalis,36,pelocc,NA,41.57298454,16.44268364,21.3841299,48.95223499,NA,NA,NA,NA,Aves,Pelecanus_occidentalis
Pelecanus_onocrotalus,37,pelono,NA,49.35498239,17.49112601,35.35037506,55.40024493,NA,NA,NA,NA,Aves,Pelecanus_onocrotalus
Pelecanoides_urinatrix,38,peluri,NA,40.38257832,6.551377372,6.830175455,52.14139125,NA,NA,NA,NA,Aves,Pelecanoides_urinatrix
Gulosus_aristotelis,39,phaari,NA,47.08885152,9.54234606,11.95560494,59.53485227,NA,NA,NA,NA,Aves,Phalacrocorax_aristotelis
Leucocarbo_atriceps,40,phaatr,NA,46.10703953,15.20898824,22.55103949,54.8203032,NA,NA,NA,NA,Aves,Phalacrocorax_atriceps
Nannopterum_auritum,41,phaaur,NA,35.0363592,5.66007485,5.975179399,45.22523271,NA,NA,NA,NA,Aves,Phalacrocorax_auritus
Phalacrocorax_carbo,42,phacar,NA,40.06665797,7.55770256,5.790535197,51.94856425,NA,NA,NA,NA,Aves,Phalacrocorax_carbo
Phalaropus_fulicarius,43,phaful,NA,47.04603569,17.24461274,27.47133303,54.55074232,NA,NA,NA,NA,Aves,Phalaropus_fulicarius
Phaethon_lepturus,44,phalep,NA,52.58495454,20.514157,35.43938995,59.54108802,NA,NA,NA,NA,Aves,Phaethon_lepturus
Phalaropus_lobatus,45,phalob,NA,45.4453967,14.182385,22.29798913,54.06421388,NA,NA,NA,NA,Aves,Phalaropus_lobatus
Urile_pelagicus,46,phapel,NA,38.1859548,7.712980085,6.657827881,49.15059919,NA,NA,NA,NA,Aves,Phalacrocorax_pelagicus
Urile_penicillatus,47,phapen,NA,41.12550319,8.198605414,7.446956408,52.8622045,NA,NA,NA,NA,Aves,Phalacrocorax_penicillatus
Phaethon_rubricauda,48,pharub,NA,68.25498625,27.43317907,60.20185829,73.17266267,NA,NA,NA,NA,Aves,Phaethon_rubricauda
Phoebastria_albatrus,49,phoalb,NA,44.1809798,4.154850592,25.33412317,52.13178598,NA,NA,NA,NA,Aves,Phoebastria_albatrus
Phoebastria_nigripes,50,phonig,NA,37.59471678,0.710242692,7.233609726,48.63619076,NA,NA,NA,NA,Aves,Phoebastria_nigripes
Phoebetria_palpebrata,51,phopal,NA,40.0139886,3.145357561,10.75118398,50.74025862,NA,NA,NA,NA,Aves,Phoebetria_palpebrata
Procellaria_aequinoctialis,52,proaeq,NA,33.01149752,8.211260694,7.50536593,41.88951505,NA,NA,NA,NA,Aves,Procellaria_aequinoctialis
Procellaria_cinerea,53,procin,NA,39.4579186,13.70312147,12.94964653,48.68364966,NA,NA,NA,NA,Aves,Procellaria_cinerea
Pterodroma_brevipes,54,ptebre,NA,43.67146218,10.70794608,10.00931567,55.40490136,NA,NA,NA,NA,Aves,Pterodroma_brevipes
Pterodroma_externa,55,pteext,NA,29.58174842,10.34557869,7.746272395,37.05447742,NA,NA,NA,NA,Aves,Pterodroma_externa
Pterodroma_hypoleuca,56,ptehyp,NA,29.4272799,9.344220198,8.065129817,36.81926712,NA,NA,NA,NA,Aves,Pterodroma_hypoleuca
Pterodroma_incerta,57,pteinc,NA,31.83701108,7.632553989,6.643559778,40.58736492,NA,NA,NA,NA,Aves,Pterodroma_incerta
Pterodroma_inexpectata,58,pteine,NA,36.70615124,16.02351572,12.78920646,44.8668476,NA,NA,NA,NA,Aves,Pterodroma_inexpectata
Pterodroma_lessonii,59,pteles,NA,36.03913712,14.28619047,11.13576333,44.54985077,NA,NA,NA,NA,Aves,Pterodroma_lessonii
Pterodroma_nigripennis,60,ptenig,NA,30.29129773,9.433485174,7.69716066,38.08496195,NA,NA,NA,NA,Aves,Pterodroma_nigripennis
Puffinus_assimilis,61,pufass,NA,32.04139251,9.957842171,6.211884762,40.83933778,NA,NA,NA,NA,Aves,Puffinus_assimilis
Ardenna_bulleri,62,pufbul,NA,36.64641108,9.647231026,8.559272185,46.40235238,NA,NA,NA,NA,Aves,Puffinus_bulleri
Ardenna_grisea,63,pufgri,NA,35.57350743,8.959369253,6.30469093,45.64414661,NA,NA,NA,NA,Aves,Puffinus_griseus
Puffinus_huttoni,64,pufhut,NA,25.20005081,7.161942797,4.697841199,32.21541357,NA,NA,NA,NA,Aves,Puffinus_huttoni
Puffinus_nativitatis,65,pufnat,NA,35.64771943,8.671705467,5.924892075,45.8712113,NA,NA,NA,NA,Aves,Puffinus_nativitatis
Ardenna_pacifica,66,pufpac,NA,33.76367181,10.49798637,7.736666093,42.69224304,NA,NA,NA,NA,Aves,Puffinus_pacificus
Puffinus_puffinus,67,pufpuf,NA,36.49064917,9.380965075,6.68400558,46.74620737,NA,NA,NA,NA,Aves,Puffinus_puffinus
Ardenna_tenuirostris,68,puften,NA,33.99789853,8.226229327,4.535365024,44.07054319,NA,NA,NA,NA,Aves,Puffinus_tenuirostris
Stercorarius_longicaudus,69,stelon,NA,31.50713978,6.013588111,6.262630861,40.35556668,NA,NA,NA,NA,Aves,Stercorarius_longicaudus
Sterna_paradisaea,70,stepar,NA,31.98698474,6.269864667,8.543526851,40.33461348,NA,NA,NA,NA,Aves,Sterna_paradisaea
Stercorarius_pomarinus,71,stepom,NA,35.57883041,6.637993434,8.269249226,45.23777642,NA,NA,NA,NA,Aves,Stercorarius_pomarinus
Sula_dactylatra,72,suldac,NA,56.30695062,15.35376927,35.48023162,64.88284578,NA,NA,NA,NA,Aves,Sula_dactylatra
Sula_leucogaster,73,sulleu,NA,42.54238206,6.382936751,11.36432792,53.76707909,NA,NA,NA,NA,Aves,Sula_leucogaster
Thalassoica_antarctica,74,thaant,NA,49.67322023,20.05826606,27.83875418,57.80908332,NA,NA,NA,NA,Aves,Thalassoica_antarctica
Thalassarche_chlororhynchos,75,thachl,NA,31.90104812,-2.665909598,5.44674902,41.67802807,NA,NA,NA,NA,Aves,Thalassarche_chlororhynchos
Thalassarche_chrysostoma,76,thachr,NA,32.40178377,-1.148722052,6.439149126,41.97278948,NA,NA,NA,NA,Aves,Thalassarche_chrysostoma
Aethopyga_boltoni,77,Aetbol,NA,39.24602971,5.213636749,16.55492076,47.91131114,NA,NA,NA,NA,Aves,Aethopyga_boltoni
Aethopyga_christinae,78,Aetchr,NA,36.73295901,6.705749254,15.17570596,44.8185544,NA,NA,NA,NA,Aves,Aethopyga_christinae
Aethopyga_flagrans,79,Aetfla,NA,36.86986014,5.698377348,12.61068498,45.79917827,NA,NA,NA,NA,Aves,Aethopyga_flagrans
Aethopyga_gouldiae,80,Aetgou,NA,37.93086626,4.547116968,15.21224325,46.56189052,NA,NA,NA,NA,Aves,Aethopyga_gouldiae
Aethopyga_ignicauda,81,Aetign,NA,43.11808915,9.090128894,20.6052276,51.72861362,NA,NA,NA,NA,Aves,Aethopyga_ignicauda
Aethopyga_linaraborae,82,Aetlin,NA,40.76801276,6.408550896,18.30052788,49.3899127,NA,NA,NA,NA,Aves,Aethopyga_linaraborae
Aethopyga_nipalensis,83,Aetnip,NA,39.64465264,6.131484259,17.37849385,48.15334196,NA,NA,NA,NA,Aves,Aethopyga_nipalensis
Aethopyga_primigenia,84,Aetpri,NA,40.17271841,8.090663013,18.00488699,48.56400648,NA,NA,NA,NA,Aves,Aethopyga_primigenia
Aethopyga_pulcherrima,85,Aetpul,NA,43.76322006,7.809515412,24.24711922,51.64419176,NA,NA,NA,NA,Aves,Aethopyga_pulcherrima
Aethopyga_saturata,86,Aetsat,NA,35.40349174,5.748161313,9.492805248,44.70982991,NA,NA,NA,NA,Aves,Aethopyga_saturata
