bmi,eye_frac_of_stature,foot_breadth_m,foot_length_m,hand_breadth_m,hand_circumference_m,hand_length_m,head_height_m,leg_frac_of_stature,mass_kg,stature_m,trochanterion_m,waist_frac_of_stature,waist_height_m
23.34107706584348,0.9272937103289094,0.097,0.256,0.088,0.203,0.194,0.126,0.5637622619734565,70.10000000000001,1.733,0.977,0.6156953260242354,1.067
31.514047911077505,0.9349503858875413,0.111,0.291,0.094,0.225,0.21,0.11800000000000001,0.5540242557883132,103.7,1.814,1.0050000000000001,0.6218302094818081,1.1280000000000001
32.223406377866795,0.9279957012358947,0.1,0.274,0.091,0.219,0.194,0.134,0.5249865663621709,111.60000000000001,1.861,0.977,0.6072004298764105,1.1300000000000001
30.67777686094442,0.92510239906378,0.10200000000000001,0.266,0.09,0.212,0.184,0.128,0.5248683440608543,89.60000000000001,1.709,0.897,0.5921591574019894,1.012
30.519223147047168,0.9235632183908046,0.106,0.278,0.088,0.22,0.203,0.133,0.55,92.4,1.74,0.9570000000000001,0.6022988505747127,1.048
27.14630008823419,0.9214876033057852,0.101,0.27,0.085,0.20500000000000002,0.188,0.133,0.5336481700118064,77.9,1.694,0.904,0.602125147579693,1.02
31.070080506458346,0.9263873159682899,0.105,0.27,0.09,0.217,0.203,0.13,0.5288788221970555,96.9,1.766,0.934,0.5832389580973952,1.03
24.873146950552183,0.9279176201372997,0.095,0.266,0.085,0.199,0.179,0.126,0.5389016018306636,76.0,1.748,0.9420000000000001,0.6241418764302059,1.091
28.212460959298244,0.9247491638795987,0.10400000000000001,0.277,0.092,0.221,0.198,0.135,0.5256410256410257,90.80000000000001,1.794,0.9430000000000001,0.5875139353400223,1.054
22.5350334553718,0.9258426966292135,0.106,0.275,0.088,0.21,0.195,0.132,0.5157303370786517,71.4,1.78,0.918,0.604494382022472,1.076
26.43140589569162,0.9214285714285714,0.097,0.254,0.088,0.20600000000000002,0.185,0.132,0.5089285714285714,74.60000000000001,1.68,0.855,0.5970238095238095,1.0030000000000001
28.985411774006014,0.9153055051421658,0.101,0.267,0.08600000000000001,0.20500000000000002,0.18,0.14,0.530550514216576,79.2,1.653,0.877,0.6079854809437386,1.0050000000000001
23.84252364904743,0.9310872894333844,0.10400000000000001,0.301,0.098,0.232,0.227,0.135,0.5497702909647779,91.5,1.959,1.077,0.6253190403266973,1.225
31.33091452179771,0.9247863247863248,0.10400000000000001,0.277,0.092,0.218,0.194,0.132,0.5264957264957265,96.5,1.7550000000000001,0.924,0.6022792022792023,1.057
25.40554781888667,0.9159509202453988,0.095,0.263,0.082,0.192,0.181,0.137,0.5257668711656441,67.5,1.6300000000000001,0.857,0.5883435582822086,0.9590000000000001
32.21617564270971,0.9287671232876712,0.10400000000000001,0.266,0.094,0.221,0.199,0.13,0.5254794520547945,107.30000000000001,1.825,0.9590000000000001,0.5824657534246576,1.063
24.611851242619164,0.935933147632312,0.094,0.275,0.084,0.197,0.192,0.115,0.5270194986072423,79.30000000000001,1.795,0.9460000000000001,0.596100278551532,1.07
25.68123414421885,0.9255014326647565,0.10200000000000001,0.278,0.09,0.214,0.193,0.13,0.529512893982808,78.2,1.745,0.924,0.6005730659025788,1.048
26.685836900521736,0.9295929592959296,0.098,0.271,0.088,0.212,0.196,0.128,0.5137513751375138,88.2,1.818,0.934,0.5957095709570958,1.083
20.208238121442182,0.9298245614035088,0.099,0.262,0.091,0.22,0.192,0.132,0.5252525252525253,71.5,1.881,0.988,0.6044657097288676,1.137
30.57205578512397,0.9238636363636363,0.10400000000000001,0.273,0.089,0.215,0.201,0.134,0.5176136363636363,94.7,1.76,0.911,0.5914772727272727,1.041
23.70238360436623,0.9235820895522389,0.096,0.269,0.082,0.197,0.187,0.128,0.5265671641791044,66.5,1.675,0.882,0.6065671641791045,1.016
25.627539429674997,0.9319654427645788,0.099,0.28,0.088,0.211,0.195,0.126,0.550755939524838,87.9,1.852,1.02,0.6150107991360692,1.139
21.184944566061716,0.9238095238095239,0.101,0.265,0.088,0.20500000000000002,0.193,0.136,0.5288515406162465,67.5,1.7850000000000001,0.9440000000000001,0.6,1.071
27.558850147505314,0.9246231155778895,0.095,0.28400000000000003,0.083,0.198,0.194,0.135,0.5293132328308208,88.4,1.7910000000000001,0.9480000000000001,0.5879396984924623,1.053
24.47851086123854,0.9181008902077151,0.095,0.23600000000000002,0.079,0.188,0.183,0.138,0.5264094955489614,69.5,1.685,0.887,0.600593471810089,1.012
35.58802045288532,0.9313513513513514,0.106,0.295,0.092,0.219,0.197,0.127,0.5275675675675676,121.80000000000001,1.85,0.976,0.5983783783783784,1.107
23.830285940230723,0.9291882556131261,0.094,0.28400000000000003,0.084,0.199,0.21,0.123,0.5250431778929189,71.9,1.737,0.912,0.6016119746689695,1.045
28.99887394837937,0.9225473321858864,0.10400000000000001,0.275,0.092,0.218,0.196,0.135,0.5077452667814114,88.10000000000001,1.743,0.885,0.5806081468732072,1.012
18.904921723760626,0.9202981651376146,0.095,0.25,0.082,0.195,0.184,0.139,0.5212155963302753,57.5,1.744,0.909,0.5986238532110092,1.044
31.074397286169305,0.9207861822513401,0.10400000000000001,0.258,0.08600000000000001,0.20600000000000002,0.189,0.133,0.5253126861226921,87.60000000000001,1.679,0.882,0.5753424657534246,0.966
25.2158476559348,0.9324618736383442,0.105,0.293,0.093,0.223,0.20600000000000002,0.124,0.5190631808278867,85.0,1.836,0.9530000000000001,0.5985838779956427,1.099
28.90173410404624,0.9202312138728324,0.10200000000000001,0.269,0.085,0.21,0.19,0.138,0.5358381502890174,86.5,1.73,0.927,0.6057803468208093,1.048
30.85700002963303,0.9256526674233825,0.105,0.272,0.08700000000000001,0.212,0.198,0.131,0.5175936435868331,95.80000000000001,1.762,0.912,0.5970488081725313,1.052
